box,day,phase,mouse,normDS,rank,time_point,exp,sex,age,mouse_ID,background,treatment,condition
4,1,inactive,red,0.75,Gamma,baseline,female_P35,female,P35,1111839,ELA,saline,ELA_saline
4,1,inactive,green,0.75,Delta,baseline,female_P35,female,P35,1111973,CTRL,saline,CTRL_saline
4,2,active,red,2.9367934932451063,Alpha,baseline,female_P35,female,P35,1111839,ELA,saline,ELA_saline
4,2,active,green,1.443548387096774,Beta,baseline,female_P35,female,P35,1111973,CTRL,saline,CTRL_saline
4,2,active,yellow,1.0212418300653592,Gamma,baseline,female_P35,female,P35,1111869,CTRL,saline,CTRL_saline
4,2,active,blue,0.5984162895927599,Delta,baseline,female_P35,female,P35,1111923,ELA,saline,ELA_saline
4,3,active,red,3.0,Alpha,baseline,female_P35,female,P35,1111839,ELA,saline,ELA_saline
4,3,active,green,1.4934065934065932,Beta,baseline,female_P35,female,P35,1111973,CTRL,saline,CTRL_saline
4,3,active,yellow,0.6675824175824179,Gamma,baseline,female_P35,female,P35,1111869,CTRL,saline,CTRL_saline
4,3,active,blue,0.5678571428571428,Delta,baseline,female_P35,female,P35,1111923,ELA,saline,ELA_saline
4,3,inactive,blue,1.75,Alpha,baseline,female_P35,female,P35,1111923,ELA,saline,ELA_saline
4,3,inactive,green,1.75,Beta,baseline,female_P35,female,P35,1111973,CTRL,saline,CTRL_saline
4,3,inactive,red,1.5,Gamma,baseline,female_P35,female,P35,1111839,ELA,saline,ELA_saline
4,3,inactive,yellow,1.5,Delta,baseline,female_P35,female,P35,1111869,CTRL,saline,CTRL_saline
5,1,active,red,3.0,Alpha,baseline,female_P35,female,P35,1111988,CTRL,saline,CTRL_saline
5,1,active,blue,1.3058823529411765,Beta,baseline,female_P35,female,P35,1112045,ELA,saline,ELA_saline
5,1,active,yellow,1.067927170868347,Gamma,baseline,female_P35,female,P35,1111887,ELA,saline,ELA_saline
5,1,active,green,0.5303571428571429,Delta,baseline,female_P35,female,P35,1112055,CTRL,saline,CTRL_saline
5,1,inactive,red,2.0000000000000004,Alpha,baseline,female_P35,female,P35,1111988,CTRL,saline,CTRL_saline
5,1,inactive,blue,1.65,Beta,baseline,female_P35,female,P35,1112045,ELA,saline,ELA_saline
5,1,inactive,yellow,1.5,Gamma,baseline,female_P35,female,P35,1111887,ELA,saline,ELA_saline
5,1,inactive,green,0.8500000000000001,Delta,baseline,female_P35,female,P35,1112055,CTRL,saline,CTRL_saline
5,2,active,red,2.8749999999999996,Alpha,baseline,female_P35,female,P35,1111988,CTRL,saline,CTRL_saline
5,2,active,blue,1.4464285714285714,Beta,baseline,female_P35,female,P35,1112045,ELA,saline,ELA_saline
5,2,active,yellow,0.9285714285714284,Gamma,baseline,female_P35,female,P35,1111887,ELA,saline,ELA_saline
5,2,active,green,0.7500000000000002,Delta,baseline,female_P35,female,P35,1112055,CTRL,saline,CTRL_saline
5,2,inactive,blue,2.678571428571429,Alpha,baseline,female_P35,female,P35,1112045,ELA,saline,ELA_saline
5,2,inactive,red,1.6714285714285717,Beta,baseline,female_P35,female,P35,1111988,CTRL,saline,CTRL_saline
5,2,inactive,green,0.9,Gamma,baseline,female_P35,female,P35,1112055,CTRL,saline,CTRL_saline
5,2,inactive,yellow,0.75,Delta,baseline,female_P35,female,P35,1111887,ELA,saline,ELA_saline
5,3,active,red,3.0,Alpha,baseline,female_P35,female,P35,1111988,CTRL,saline,CTRL_saline
5,3,active,blue,1.311813186813187,Beta,baseline,female_P35,female,P35,1112045,ELA,saline,ELA_saline
5,3,active,green,1.0500000000000005,Gamma,baseline,female_P35,female,P35,1112055,CTRL,saline,CTRL_saline
5,3,active,yellow,0.5178571428571429,Delta,baseline,female_P35,female,P35,1111887,ELA,saline,ELA_saline
5,3,inactive,red,2.7,Alpha,baseline,female_P35,female,P35,1111988,CTRL,saline,CTRL_saline
5,3,inactive,blue,1.8000000000000005,Beta,baseline,female_P35,female,P35,1112045,ELA,saline,ELA_saline
5,3,inactive,yellow,1.5,Gamma,baseline,female_P35,female,P35,1111887,ELA,saline,ELA_saline
5,3,inactive,green,0.0,Delta,baseline,female_P35,female,P35,1112055,CTRL,saline,CTRL_saline
6,0,inactive,red,2.5,Alpha,baseline,female_P35,female,P35,1112056,CTRL,saline,CTRL_saline
6,0,inactive,blue,2.0,Beta,baseline,female_P35,female,P35,1112046,ELA,saline,ELA_saline
6,0,inactive,yellow,1.5,Gamma,baseline,female_P35,female,P35,1111888,ELA,saline,ELA_saline
6,0,inactive,green,0.0,Delta,baseline,female_P35,female,P35,1111989,CTRL,saline,CTRL_saline
6,1,active,red,3.0,Alpha,baseline,female_P35,female,P35,1112056,CTRL,saline,CTRL_saline
6,1,active,blue,1.4812500000000002,Beta,baseline,female_P35,female,P35,1112046,ELA,saline,ELA_saline
6,1,active,green,0.7125,Gamma,baseline,female_P35,female,P35,1111989,CTRL,saline,CTRL_saline
6,1,active,yellow,0.2999999999999998,Delta,baseline,female_P35,female,P35,1111888,ELA,saline,ELA_saline
6,1,inactive,red,2.5397727272727275,Alpha,baseline,female_P35,female,P35,1112056,CTRL,saline,CTRL_saline
6,1,inactive,yellow,1.5,Beta,baseline,female_P35,female,P35,1111888,ELA,saline,ELA_saline
6,1,inactive,blue,1.0227272727272727,Gamma,baseline,female_P35,female,P35,1112046,ELA,saline,ELA_saline
6,1,inactive,green,0.9375,Delta,baseline,female_P35,female,P35,1111989,CTRL,saline,CTRL_saline
6,2,active,red,3.0,Alpha,baseline,female_P35,female,P35,1112056,CTRL,saline,CTRL_saline
6,2,active,blue,2.3269230769230766,Beta,baseline,female_P35,female,P35,1112046,ELA,saline,ELA_saline
6,2,active,green,0.8749999999999998,Gamma,baseline,female_P35,female,P35,1111989,CTRL,saline,CTRL_saline
6,2,active,yellow,0.0,Delta,baseline,female_P35,female,P35,1111888,ELA,saline,ELA_saline
6,2,inactive,yellow,2.25,Alpha,baseline,female_P35,female,P35,1111888,ELA,saline,ELA_saline
6,2,inactive,red,1.5,Beta,baseline,female_P35,female,P35,1112056,CTRL,saline,CTRL_saline
6,2,inactive,green,1.5,Gamma,baseline,female_P35,female,P35,1111989,CTRL,saline,CTRL_saline
6,2,inactive,blue,0.75,Delta,baseline,female_P35,female,P35,1112046,ELA,saline,ELA_saline
6,3,active,red,2.7020833333333334,Alpha,baseline,female_P35,female,P35,1112056,CTRL,saline,CTRL_saline
6,3,active,yellow,1.6,Beta,baseline,female_P35,female,P35,1111888,ELA,saline,ELA_saline
6,3,active,green,1.366666666666667,Gamma,baseline,female_P35,female,P35,1111989,CTRL,saline,CTRL_saline
6,3,active,blue,0.3312499999999998,Delta,baseline,female_P35,female,P35,1112046,ELA,saline,ELA_saline
6,3,inactive,red,3.0,Alpha,baseline,female_P35,female,P35,1112056,CTRL,saline,CTRL_saline
6,3,inactive,yellow,2.25,Beta,baseline,female_P35,female,P35,1111888,ELA,saline,ELA_saline
6,3,inactive,green,1.5,Gamma,baseline,female_P35,female,P35,1111989,CTRL,saline,CTRL_saline
6,3,inactive,blue,0.0,Delta,baseline,female_P35,female,P35,1112046,ELA,saline,ELA_saline
7,0,inactive,green,2.2916666666666665,Alpha,baseline,female_P35,female,P35,1111889,ELA,MDMA,ELA_MDMA
7,0,inactive,red,1.8333333333333333,Beta,baseline,female_P35,female,P35,1112057,CTRL,MDMA,CTRL_MDMA
7,0,inactive,yellow,1.5,Gamma,baseline,female_P35,female,P35,1112047,ELA,MDMA,ELA_MDMA
7,0,inactive,blue,0.375,Delta,baseline,female_P35,female,P35,1111990,CTRL,MDMA,CTRL_MDMA
7,1,active,green,2.340625,Alpha,baseline,female_P35,female,P35,1111889,ELA,MDMA,ELA_MDMA
7,1,active,red,1.8689903846153848,Beta,baseline,female_P35,female,P35,1112057,CTRL,MDMA,CTRL_MDMA
7,1,active,blue,1.4431818181818183,Gamma,baseline,female_P35,female,P35,1111990,CTRL,MDMA,CTRL_MDMA
7,1,active,yellow,0.3472027972027973,Delta,baseline,female_P35,female,P35,1112047,ELA,MDMA,ELA_MDMA
7,1,inactive,blue,2.75,Alpha,baseline,female_P35,female,P35,1111990,CTRL,MDMA,CTRL_MDMA
7,1,inactive,red,1.7499999999999998,Beta,baseline,female_P35,female,P35,1112057,CTRL,MDMA,CTRL_MDMA
7,1,inactive,green,1.5,Gamma,baseline,female_P35,female,P35,1111889,ELA,MDMA,ELA_MDMA
7,1,inactive,yellow,0.0,Delta,baseline,female_P35,female,P35,1112047,ELA,MDMA,ELA_MDMA
7,2,active,red,2.2865259740259742,Alpha,baseline,female_P35,female,P35,1112057,CTRL,MDMA,CTRL_MDMA
7,2,active,blue,2.0625,Beta,baseline,female_P35,female,P35,1111990,CTRL,MDMA,CTRL_MDMA
7,2,active,green,1.5891608391608392,Gamma,baseline,female_P35,female,P35,1111889,ELA,MDMA,ELA_MDMA
7,2,active,yellow,0.0618131868131868,Delta,baseline,female_P35,female,P35,1112047,ELA,MDMA,ELA_MDMA
7,2,inactive,blue,2.75,Alpha,baseline,female_P35,female,P35,1111990,CTRL,MDMA,CTRL_MDMA
7,2,inactive,red,2.4999999999999996,Beta,baseline,female_P35,female,P35,1112057,CTRL,MDMA,CTRL_MDMA
7,2,inactive,yellow,0.7499999999999998,Gamma,baseline,female_P35,female,P35,1112047,ELA,MDMA,ELA_MDMA
7,2,inactive,green,0.0,Delta,baseline,female_P35,female,P35,1111889,ELA,MDMA,ELA_MDMA
7,3,active,green,3.0,Alpha,baseline,female_P35,female,P35,1111889,ELA,MDMA,ELA_MDMA
7,3,active,yellow,1.364285714285714,Beta,baseline,female_P35,female,P35,1112047,ELA,MDMA,ELA_MDMA
7,3,active,blue,0.75,Gamma,baseline,female_P35,female,P35,1111990,CTRL,MDMA,CTRL_MDMA
7,3,active,red,0.564285714285714,Delta,baseline,female_P35,female,P35,1112057,CTRL,MDMA,CTRL_MDMA
7,3,inactive,red,2.25,Alpha,baseline,female_P35,female,P35,1112057,CTRL,MDMA,CTRL_MDMA
7,3,inactive,yellow,2.25,Beta,baseline,female_P35,female,P35,1112047,ELA,MDMA,ELA_MDMA
7,3,inactive,green,1.5,Gamma,baseline,female_P35,female,P35,1111889,ELA,MDMA,ELA_MDMA
7,3,inactive,blue,0.0,Delta,baseline,female_P35,female,P35,1111990,CTRL,MDMA,CTRL_MDMA
8,0,inactive,red,3.0,Alpha,baseline,female_P35,female,P35,1112048,ELA,MDMA,ELA_MDMA
8,0,inactive,green,1.125,Beta,baseline,female_P35,female,P35,1111991,CTRL,MDMA,CTRL_MDMA
8,0,inactive,yellow,0.75,Gamma,baseline,female_P35,female,P35,1112058,CTRL,MDMA,CTRL_MDMA
8,0,inactive,blue,0.375,Delta,baseline,female_P35,female,P35,1111890,ELA,MDMA,ELA_MDMA
8,1,active,red,2.639160839160839,Alpha,baseline,female_P35,female,P35,1112048,ELA,MDMA,ELA_MDMA
8,1,active,blue,1.8653846153846152,Beta,baseline,female_P35,female,P35,1111890,ELA,MDMA,ELA_MDMA
8,1,active,green,1.1999999999999995,Gamma,baseline,female_P35,female,P35,1111991,CTRL,MDMA,CTRL_MDMA
8,1,active,yellow,0.2954545454545456,Delta,baseline,female_P35,female,P35,1112058,CTRL,MDMA,CTRL_MDMA
8,1,inactive,yellow,2.25,Alpha,baseline,female_P35,female,P35,1112058,CTRL,MDMA,CTRL_MDMA
8,1,inactive,blue,2.0,Beta,baseline,female_P35,female,P35,1111890,ELA,MDMA,ELA_MDMA
8,1,inactive,red,1.75,Gamma,baseline,female_P35,female,P35,1112048,ELA,MDMA,ELA_MDMA
8,1,inactive,green,0.0,Delta,baseline,female_P35,female,P35,1111991,CTRL,MDMA,CTRL_MDMA
8,2,active,red,2.3022727272727277,Alpha,baseline,female_P35,female,P35,1112048,ELA,MDMA,ELA_MDMA
8,2,active,blue,1.6,Beta,baseline,female_P35,female,P35,1111890,ELA,MDMA,ELA_MDMA
8,2,active,yellow,1.3249999999999995,Gamma,baseline,female_P35,female,P35,1112058,CTRL,MDMA,CTRL_MDMA
8,2,active,green,0.7727272727272728,Delta,baseline,female_P35,female,P35,1111991,CTRL,MDMA,CTRL_MDMA
8,2,inactive,blue,2.5500000000000003,Alpha,baseline,female_P35,female,P35,1111890,ELA,MDMA,ELA_MDMA
8,2,inactive,red,1.95,Beta,baseline,female_P35,female,P35,1112048,ELA,MDMA,ELA_MDMA
8,2,inactive,yellow,1.5,Gamma,baseline,female_P35,female,P35,1112058,CTRL,MDMA,CTRL_MDMA
8,2,inactive,green,0.0,Delta,baseline,female_P35,female,P35,1111991,CTRL,MDMA,CTRL_MDMA
8,3,active,red,2.7371794871794872,Alpha,baseline,female_P35,female,P35,1112048,ELA,MDMA,ELA_MDMA
8,3,active,green,2.167582417582418,Beta,baseline,female_P35,female,P35,1111991,CTRL,MDMA,CTRL_MDMA
8,3,active,yellow,0.9166666666666669,Gamma,baseline,female_P35,female,P35,1112058,CTRL,MDMA,CTRL_MDMA
8,3,active,blue,0.1785714285714286,Delta,baseline,female_P35,female,P35,1111890,ELA,MDMA,ELA_MDMA
8,3,inactive,red,2.5,Alpha,baseline,female_P35,female,P35,1112048,ELA,MDMA,ELA_MDMA
8,3,inactive,blue,2.0,Beta,baseline,female_P35,female,P35,1111890,ELA,MDMA,ELA_MDMA
8,3,inactive,green,1.5,Gamma,baseline,female_P35,female,P35,1111991,CTRL,MDMA,CTRL_MDMA
8,3,inactive,yellow,0.0,Delta,baseline,female_P35,female,P35,1112058,CTRL,MDMA,CTRL_MDMA
1,1,active,green,3.0,Alpha,MDMA,female_P35,female,P35,1111866,CTRL,MDMA,CTRL_MDMA
1,1,active,red,1.5,Beta,MDMA,female_P35,female,P35,1111920,ELA,MDMA,ELA_MDMA
1,1,active,blue,0.75,Gamma,MDMA,female_P35,female,P35,1111836,ELA,MDMA,ELA_MDMA
1,1,active,yellow,0.5000000000000001,Delta,MDMA,female_P35,female,P35,1111970,CTRL,MDMA,CTRL_MDMA
1,1,inactive,red,2.25,Alpha,MDMA,female_P35,female,P35,1111920,ELA,MDMA,ELA_MDMA
1,1,inactive,green,2.25,Beta,MDMA,female_P35,female,P35,1111866,CTRL,MDMA,CTRL_MDMA
1,1,inactive,blue,0.75,Gamma,MDMA,female_P35,female,P35,1111836,ELA,MDMA,ELA_MDMA
1,1,inactive,yellow,0.75,Delta,MDMA,female_P35,female,P35,1111970,CTRL,MDMA,CTRL_MDMA
1,2,active,yellow,2.4910714285714284,Alpha,MDMA,female_P35,female,P35,1111970,CTRL,MDMA,CTRL_MDMA
1,2,active,green,1.6964285714285716,Beta,MDMA,female_P35,female,P35,1111866,CTRL,MDMA,CTRL_MDMA
1,2,active,red,1.0714285714285714,Gamma,MDMA,female_P35,female,P35,1111920,ELA,MDMA,ELA_MDMA
1,2,active,blue,0.7410714285714285,Delta,MDMA,female_P35,female,P35,1111836,ELA,MDMA,ELA_MDMA
1,2,inactive,red,2.4375,Alpha,MDMA,female_P35,female,P35,1111920,ELA,MDMA,ELA_MDMA
1,2,inactive,yellow,1.5,Beta,MDMA,female_P35,female,P35,1111970,CTRL,MDMA,CTRL_MDMA
1,2,inactive,green,1.125,Gamma,MDMA,female_P35,female,P35,1111866,CTRL,MDMA,CTRL_MDMA
1,2,inactive,blue,0.9375,Delta,MDMA,female_P35,female,P35,1111836,ELA,MDMA,ELA_MDMA
1,3,active,red,2.9857142857142858,Alpha,MDMA,female_P35,female,P35,1111920,ELA,MDMA,ELA_MDMA
1,3,active,blue,1.3068181818181817,Beta,MDMA,female_P35,female,P35,1111836,ELA,MDMA,ELA_MDMA
1,3,active,green,1.1396103896103895,Gamma,MDMA,female_P35,female,P35,1111866,CTRL,MDMA,CTRL_MDMA
1,3,active,yellow,0.567857142857143,Delta,MDMA,female_P35,female,P35,1111970,CTRL,MDMA,CTRL_MDMA
1,3,inactive,red,3.0,Alpha,MDMA,female_P35,female,P35,1111920,ELA,MDMA,ELA_MDMA
1,3,inactive,blue,0.75,Beta,MDMA,female_P35,female,P35,1111836,ELA,MDMA,ELA_MDMA
1,3,inactive,yellow,0.75,Gamma,MDMA,female_P35,female,P35,1111970,CTRL,MDMA,CTRL_MDMA
1,3,inactive,green,0.75,Delta,MDMA,female_P35,female,P35,1111866,CTRL,MDMA,CTRL_MDMA
2,1,active,red,2.625,Alpha,MDMA,female_P35,female,P35,1111971,CTRL,MDMA,CTRL_MDMA
2,1,active,green,1.931818181818182,Beta,MDMA,female_P35,female,P35,1111921,ELA,MDMA,ELA_MDMA
2,1,active,yellow,1.2096774193548383,Gamma,MDMA,female_P35,female,P35,1111867,CTRL,MDMA,CTRL_MDMA
2,1,active,blue,0.2335043988269796,Delta,MDMA,female_P35,female,P35,1111837,ELA,MDMA,ELA_MDMA
2,1,inactive,green,1.75,Alpha,MDMA,female_P35,female,P35,1111921,ELA,MDMA,ELA_MDMA
2,1,inactive,red,1.5,Beta,MDMA,female_P35,female,P35,1111971,CTRL,MDMA,CTRL_MDMA
2,1,inactive,blue,1.5,Gamma,MDMA,female_P35,female,P35,1111837,ELA,MDMA,ELA_MDMA
2,1,inactive,yellow,1.5,Delta,MDMA,female_P35,female,P35,1111867,CTRL,MDMA,CTRL_MDMA
2,2,active,green,2.3749999999999996,Alpha,MDMA,female_P35,female,P35,1111921,ELA,MDMA,ELA_MDMA
2,2,active,red,2.3499999999999996,Beta,MDMA,female_P35,female,P35,1111971,CTRL,MDMA,CTRL_MDMA
2,2,active,yellow,1.4833333333333332,Gamma,MDMA,female_P35,female,P35,1111867,CTRL,MDMA,CTRL_MDMA
2,2,active,blue,0.0,Delta,MDMA,female_P35,female,P35,1111837,ELA,MDMA,ELA_MDMA
2,2,inactive,red,1.75,Alpha,MDMA,female_P35,female,P35,1111971,CTRL,MDMA,CTRL_MDMA
2,2,inactive,blue,1.5,Beta,MDMA,female_P35,female,P35,1111837,ELA,MDMA,ELA_MDMA
2,2,inactive,yellow,1.5,Gamma,MDMA,female_P35,female,P35,1111867,CTRL,MDMA,CTRL_MDMA
2,2,inactive,green,1.5,Delta,MDMA,female_P35,female,P35,1111921,ELA,MDMA,ELA_MDMA
2,3,active,red,2.516711229946524,Alpha,MDMA,female_P35,female,P35,1111971,CTRL,MDMA,CTRL_MDMA
2,3,active,blue,1.4464285714285716,Beta,MDMA,female_P35,female,P35,1111837,ELA,MDMA,ELA_MDMA
2,3,active,yellow,1.11038961038961,Gamma,MDMA,female_P35,female,P35,1111867,CTRL,MDMA,CTRL_MDMA
2,3,active,green,0.9264705882352944,Delta,MDMA,female_P35,female,P35,1111921,ELA,MDMA,ELA_MDMA
2,3,inactive,blue,3.0,Alpha,MDMA,female_P35,female,P35,1111837,ELA,MDMA,ELA_MDMA
2,3,inactive,red,1.5,Beta,MDMA,female_P35,female,P35,1111971,CTRL,MDMA,CTRL_MDMA
2,3,inactive,yellow,1.5,Gamma,MDMA,female_P35,female,P35,1111867,CTRL,MDMA,CTRL_MDMA
2,3,inactive,green,0.0,Delta,MDMA,female_P35,female,P35,1111921,ELA,MDMA,ELA_MDMA
3,0,inactive,red,2.0,Alpha,MDMA,female_P35,female,P35,1111868,CTRL,saline,CTRL_saline
3,0,inactive,blue,1.5,Beta,MDMA,female_P35,female,P35,1111922,ELA,saline,ELA_saline
3,0,inactive,yellow,1.5,Gamma,MDMA,female_P35,female,P35,1111838,ELA,saline,ELA_saline
3,0,inactive,green,1.5,Delta,MDMA,female_P35,female,P35,1111972,CTRL,saline,CTRL_saline
3,1,active,red,2.5624999999999996,Alpha,MDMA,female_P35,female,P35,1111868,CTRL,saline,CTRL_saline
3,1,active,blue,2.321428571428571,Beta,MDMA,female_P35,female,P35,1111922,ELA,saline,ELA_saline
3,1,active,green,1.3660714285714284,Gamma,MDMA,female_P35,female,P35,1111972,CTRL,saline,CTRL_saline
3,1,active,yellow,0.0,Delta,MDMA,female_P35,female,P35,1111838,ELA,saline,ELA_saline
3,1,inactive,red,2.25,Alpha,MDMA,female_P35,female,P35,1111868,CTRL,saline,CTRL_saline
3,1,inactive,blue,2.0625,Beta,MDMA,female_P35,female,P35,1111922,ELA,saline,ELA_saline
3,1,inactive,green,0.9375,Gamma,MDMA,female_P35,female,P35,1111972,CTRL,saline,CTRL_saline
3,1,inactive,yellow,0.75,Delta,MDMA,female_P35,female,P35,1111838,ELA,saline,ELA_saline
3,2,active,green,2.333333333333333,Alpha,MDMA,female_P35,female,P35,1111972,CTRL,saline,CTRL_saline
3,2,active,blue,2.1416666666666666,Beta,MDMA,female_P35,female,P35,1111922,ELA,saline,ELA_saline
3,2,active,red,1.7916666666666663,Gamma,MDMA,female_P35,female,P35,1111868,CTRL,saline,CTRL_saline
3,2,active,yellow,0.0,Delta,MDMA,female_P35,female,P35,1111838,ELA,saline,ELA_saline
3,2,inactive,green,2.25,Alpha,MDMA,female_P35,female,P35,1111972,CTRL,saline,CTRL_saline
3,2,inactive,red,1.5,Beta,MDMA,female_P35,female,P35,1111868,CTRL,saline,CTRL_saline
3,2,inactive,blue,1.5,Gamma,MDMA,female_P35,female,P35,1111922,ELA,saline,ELA_saline
3,2,inactive,yellow,0.75,Delta,MDMA,female_P35,female,P35,1111838,ELA,saline,ELA_saline
3,3,active,blue,2.25,Alpha,MDMA,female_P35,female,P35,1111922,ELA,saline,ELA_saline
3,3,active,red,2.0303030303030303,Beta,MDMA,female_P35,female,P35,1111868,CTRL,saline,CTRL_saline
3,3,active,green,1.8278985507246372,Gamma,MDMA,female_P35,female,P35,1111972,CTRL,saline,CTRL_saline
3,3,active,yellow,0.0,Delta,MDMA,female_P35,female,P35,1111838,ELA,saline,ELA_saline
3,3,inactive,red,2.25,Alpha,MDMA,female_P35,female,P35,1111868,CTRL,saline,CTRL_saline
3,3,inactive,blue,1.5,Beta,MDMA,female_P35,female,P35,1111922,ELA,saline,ELA_saline
3,3,inactive,yellow,1.5,Gamma,MDMA,female_P35,female,P35,1111838,ELA,saline,ELA_saline
3,3,inactive,green,0.75,Delta,MDMA,female_P35,female,P35,1111972,CTRL,saline,CTRL_saline
4,0,inactive,yellow,1.75,Alpha,MDMA,female_P35,female,P35,1111869,CTRL,saline,CTRL_saline
4,0,inactive,red,1.5,Beta,MDMA,female_P35,female,P35,1111839,ELA,saline,ELA_saline
4,0,inactive,blue,1.5,Gamma,MDMA,female_P35,female,P35,1111923,ELA,saline,ELA_saline
4,0,inactive,green,1.5,Delta,MDMA,female_P35,female,P35,1111973,CTRL,saline,CTRL_saline
4,1,active,red,3.0,Alpha,MDMA,female_P35,female,P35,1111839,ELA,saline,ELA_saline
4,1,active,green,1.8166666666666669,Beta,MDMA,female_P35,female,P35,1111973,CTRL,saline,CTRL_saline
4,1,active,blue,1.2857142857142856,Gamma,MDMA,female_P35,female,P35,1111923,ELA,saline,ELA_saline
4,1,active,yellow,0.0,Delta,MDMA,female_P35,female,P35,1111869,CTRL,saline,CTRL_saline
4,1,inactive,green,2.25,Alpha,MDMA,female_P35,female,P35,1111973,CTRL,saline,CTRL_saline
4,1,inactive,red,1.7499999999999996,Beta,MDMA,female_P35,female,P35,1111839,ELA,saline,ELA_saline
4,1,inactive,yellow,1.5,Gamma,MDMA,female_P35,female,P35,1111869,CTRL,saline,CTRL_saline
4,1,inactive,blue,0.5,Delta,MDMA,female_P35,female,P35,1111923,ELA,saline,ELA_saline
4,2,active,red,3.0,Alpha,MDMA,female_P35,female,P35,1111839,ELA,saline,ELA_saline
4,2,active,green,1.876231527093596,Beta,MDMA,female_P35,female,P35,1111973,CTRL,saline,CTRL_saline
4,2,active,blue,0.4642857142857139,Gamma,MDMA,female_P35,female,P35,1111923,ELA,saline,ELA_saline
4,2,active,yellow,0.435,Delta,MDMA,female_P35,female,P35,1111869,CTRL,saline,CTRL_saline
4,2,inactive,green,3.0,Alpha,MDMA,female_P35,female,P35,1111973,CTRL,saline,CTRL_saline
4,2,inactive,red,1.5,Beta,MDMA,female_P35,female,P35,1111839,ELA,saline,ELA_saline
4,2,inactive,blue,0.75,Gamma,MDMA,female_P35,female,P35,1111923,ELA,saline,ELA_saline
4,2,inactive,yellow,0.0,Delta,MDMA,female_P35,female,P35,1111869,CTRL,saline,CTRL_saline
4,3,active,green,2.25,Alpha,MDMA,female_P35,female,P35,1111973,CTRL,saline,CTRL_saline
4,3,active,red,2.24390243902439,Beta,MDMA,female_P35,female,P35,1111839,ELA,saline,ELA_saline
4,3,active,blue,2.0,Gamma,MDMA,female_P35,female,P35,1111923,ELA,saline,ELA_saline
4,3,active,yellow,0.0,Delta,MDMA,female_P35,female,P35,1111869,CTRL,saline,CTRL_saline
4,3,inactive,red,1.75,Alpha,MDMA,female_P35,female,P35,1111839,ELA,saline,ELA_saline
4,3,inactive,blue,1.75,Beta,MDMA,female_P35,female,P35,1111923,ELA,saline,ELA_saline
4,3,inactive,green,1.75,Gamma,MDMA,female_P35,female,P35,1111973,CTRL,saline,CTRL_saline
4,3,inactive,yellow,1.5,Delta,MDMA,female_P35,female,P35,1111869,CTRL,saline,CTRL_saline
5,1,active,red,3.0,Alpha,MDMA,female_P35,female,P35,1111988,CTRL,saline,CTRL_saline
5,1,active,yellow,1.4625,Beta,MDMA,female_P35,female,P35,1111887,ELA,saline,ELA_saline
5,1,active,green,1.0,Gamma,MDMA,female_P35,female,P35,1112055,CTRL,saline,CTRL_saline
5,1,active,blue,0.4750000000000001,Delta,MDMA,female_P35,female,P35,1112045,ELA,saline,ELA_saline
5,1,inactive,red,2.25,Alpha,MDMA,female_P35,female,P35,1111988,CTRL,saline,CTRL_saline
5,1,inactive,yellow,2.25,Beta,MDMA,female_P35,female,P35,1111887,ELA,saline,ELA_saline
5,1,inactive,green,1.5,Gamma,MDMA,female_P35,female,P35,1112055,CTRL,saline,CTRL_saline
5,1,inactive,blue,0.0,Delta,MDMA,female_P35,female,P35,1112045,ELA,saline,ELA_saline
5,2,active,red,3.0,Alpha,MDMA,female_P35,female,P35,1111988,CTRL,saline,CTRL_saline
5,2,active,blue,2.0,Beta,MDMA,female_P35,female,P35,1112045,ELA,saline,ELA_saline
5,2,active,yellow,0.8749999999999996,Gamma,MDMA,female_P35,female,P35,1111887,ELA,saline,ELA_saline
5,2,active,green,0.0,Delta,MDMA,female_P35,female,P35,1112055,CTRL,saline,CTRL_saline
5,2,inactive,blue,2.0,Alpha,MDMA,female_P35,female,P35,1112045,ELA,saline,ELA_saline
5,2,inactive,red,1.75,Beta,MDMA,female_P35,female,P35,1111988,CTRL,saline,CTRL_saline
5,2,inactive,yellow,1.5,Gamma,MDMA,female_P35,female,P35,1111887,ELA,saline,ELA_saline
5,2,inactive,green,1.5,Delta,MDMA,female_P35,female,P35,1112055,CTRL,saline,CTRL_saline
5,3,active,red,3.0,Alpha,MDMA,female_P35,female,P35,1111988,CTRL,saline,CTRL_saline
5,3,active,green,1.3928571428571426,Beta,MDMA,female_P35,female,P35,1112055,CTRL,saline,CTRL_saline
5,3,active,blue,0.9999999999999996,Gamma,MDMA,female_P35,female,P35,1112045,ELA,saline,ELA_saline
5,3,active,yellow,0.5,Delta,MDMA,female_P35,female,P35,1111887,ELA,saline,ELA_saline
5,3,inactive,yellow,2.25,Alpha,MDMA,female_P35,female,P35,1111887,ELA,saline,ELA_saline
5,3,inactive,red,2.0000000000000004,Beta,MDMA,female_P35,female,P35,1111988,CTRL,saline,CTRL_saline
5,3,inactive,green,1.5,Gamma,MDMA,female_P35,female,P35,1112055,CTRL,saline,CTRL_saline
5,3,inactive,blue,0.25,Delta,MDMA,female_P35,female,P35,1112045,ELA,saline,ELA_saline
6,1,active,red,3.0,Alpha,MDMA,female_P35,female,P35,1112056,CTRL,saline,CTRL_saline
6,1,active,blue,1.7083333333333337,Beta,MDMA,female_P35,female,P35,1112046,ELA,saline,ELA_saline
