box,day,phase,mouse,normDS,rank,time_point,exp,sex,age,mouse_ID,background,treatment,condition
4,1,inactive,blue,3.0,Alpha,MDMA,male_P35,male,P35,1072480,CTRL,saline,CTRL_saline
4,1,inactive,red,1.3749999999999998,Beta,MDMA,male_P35,male,P35,1072419,ELA,saline,ELA_saline
4,1,inactive,yellow,0.75,Gamma,MDMA,male_P35,male,P35,1072469,CTRL,saline,CTRL_saline
4,1,inactive,green,0.125,Delta,MDMA,male_P35,male,P35,1072255,ELA,saline,ELA_saline
4,2,active,blue,3.0,Alpha,MDMA,male_P35,male,P35,1072480,CTRL,saline,CTRL_saline
4,2,active,red,1.9999999999999996,Beta,MDMA,male_P35,male,P35,1072419,ELA,saline,ELA_saline
4,2,active,yellow,0.75,Gamma,MDMA,male_P35,male,P35,1072469,CTRL,saline,CTRL_saline
4,2,active,green,0.0,Delta,MDMA,male_P35,male,P35,1072255,ELA,saline,ELA_saline
4,2,inactive,blue,3.0,Alpha,MDMA,male_P35,male,P35,1072480,CTRL,saline,CTRL_saline
4,2,inactive,green,2.25,Beta,MDMA,male_P35,male,P35,1072255,ELA,saline,ELA_saline
4,2,inactive,red,0.0,Gamma,MDMA,male_P35,male,P35,1072419,ELA,saline,ELA_saline
4,2,inactive,yellow,0.0,Delta,MDMA,male_P35,male,P35,1072469,CTRL,saline,CTRL_saline
4,3,active,blue,3.0,Alpha,MDMA,male_P35,male,P35,1072480,CTRL,saline,CTRL_saline
4,3,active,yellow,1.5,Beta,MDMA,male_P35,male,P35,1072469,CTRL,saline,CTRL_saline
4,3,active,green,0.5096618357487921,Gamma,MDMA,male_P35,male,P35,1072255,ELA,saline,ELA_saline
4,3,active,red,0.3510101010101008,Delta,MDMA,male_P35,male,P35,1072419,ELA,saline,ELA_saline
5,1,active,red,3.0,Alpha,MDMA,male_P35,male,P35,1073117,CTRL,saline,CTRL_saline
5,1,active,blue,2.34375,Beta,MDMA,male_P35,male,P35,1073127,CTRL,saline,CTRL_saline
5,1,active,yellow,0.0,Gamma,MDMA,male_P35,male,P35,1073101,ELA,saline,ELA_saline
5,1,active,green,0.0,Delta,MDMA,male_P35,male,P35,1073091,ELA,saline,ELA_saline
5,1,inactive,red,3.0,Alpha,MDMA,male_P35,male,P35,1073117,CTRL,saline,CTRL_saline
5,1,inactive,blue,2.25,Beta,MDMA,male_P35,male,P35,1073127,CTRL,saline,CTRL_saline
5,1,inactive,green,0.75,Gamma,MDMA,male_P35,male,P35,1073091,ELA,saline,ELA_saline
5,1,inactive,yellow,0.0,Delta,MDMA,male_P35,male,P35,1073101,ELA,saline,ELA_saline
5,2,active,red,3.0,Alpha,MDMA,male_P35,male,P35,1073117,CTRL,saline,CTRL_saline
5,2,active,blue,2.1249999999999996,Beta,MDMA,male_P35,male,P35,1073127,CTRL,saline,CTRL_saline
5,2,active,green,0.375,Gamma,MDMA,male_P35,male,P35,1073091,ELA,saline,ELA_saline
5,2,active,yellow,0.083333333333333,Delta,MDMA,male_P35,male,P35,1073101,ELA,saline,ELA_saline
5,2,inactive,red,1.75,Alpha,MDMA,male_P35,male,P35,1073117,CTRL,saline,CTRL_saline
5,2,inactive,blue,1.75,Beta,MDMA,male_P35,male,P35,1073127,CTRL,saline,CTRL_saline
5,2,inactive,yellow,1.5,Gamma,MDMA,male_P35,male,P35,1073101,ELA,saline,ELA_saline
5,2,inactive,green,1.5,Delta,MDMA,male_P35,male,P35,1073091,ELA,saline,ELA_saline
5,3,active,red,3.0,Alpha,MDMA,male_P35,male,P35,1073117,CTRL,saline,CTRL_saline
5,3,active,blue,2.3775,Beta,MDMA,male_P35,male,P35,1073127,CTRL,saline,CTRL_saline
5,3,active,yellow,0.06,Gamma,MDMA,male_P35,male,P35,1073101,ELA,saline,ELA_saline
5,3,active,green,0.0,Delta,MDMA,male_P35,male,P35,1073091,ELA,saline,ELA_saline
5,3,inactive,blue,2.0,Alpha,MDMA,male_P35,male,P35,1073127,CTRL,saline,CTRL_saline
5,3,inactive,red,1.75,Beta,MDMA,male_P35,male,P35,1073117,CTRL,saline,CTRL_saline
5,3,inactive,yellow,1.5,Gamma,MDMA,male_P35,male,P35,1073101,ELA,saline,ELA_saline
5,3,inactive,green,1.5,Delta,MDMA,male_P35,male,P35,1073091,ELA,saline,ELA_saline
6,1,active,yellow,3.0,Alpha,MDMA,male_P35,male,P35,1073137,CTRL,saline,CTRL_saline
6,1,active,red,1.95,Beta,MDMA,male_P35,male,P35,1073128,CTRL,saline,CTRL_saline
6,1,active,green,0.6,Gamma,MDMA,male_P35,male,P35,1073102,ELA,saline,ELA_saline
6,1,active,blue,2.220446049250313e-16,Delta,MDMA,male_P35,male,P35,1073092,ELA,saline,ELA_saline
6,1,inactive,red,1.75,Alpha,MDMA,male_P35,male,P35,1073128,CTRL,saline,CTRL_saline
6,1,inactive,green,1.75,Beta,MDMA,male_P35,male,P35,1073102,ELA,saline,ELA_saline
6,1,inactive,blue,1.5,Gamma,MDMA,male_P35,male,P35,1073092,ELA,saline,ELA_saline
6,1,inactive,yellow,1.5,Delta,MDMA,male_P35,male,P35,1073137,CTRL,saline,CTRL_saline
6,2,active,yellow,3.0,Alpha,MDMA,male_P35,male,P35,1073137,CTRL,saline,CTRL_saline
6,2,active,red,2.25,Beta,MDMA,male_P35,male,P35,1073128,CTRL,saline,CTRL_saline
6,2,active,green,0.25,Gamma,MDMA,male_P35,male,P35,1073102,ELA,saline,ELA_saline
6,2,active,blue,0.0,Delta,MDMA,male_P35,male,P35,1073092,ELA,saline,ELA_saline
6,3,active,yellow,3.0,Alpha,MDMA,male_P35,male,P35,1073137,CTRL,saline,CTRL_saline
6,3,active,red,1.5,Beta,MDMA,male_P35,male,P35,1073128,CTRL,saline,CTRL_saline
6,3,active,blue,0.75,Gamma,MDMA,male_P35,male,P35,1073092,ELA,saline,ELA_saline
6,3,active,green,0.0,Delta,MDMA,male_P35,male,P35,1073102,ELA,saline,ELA_saline
7,1,active,red,3.0,Alpha,MDMA,male_P35,male,P35,1073138,CTRL,MDMA,CTRL_MDMA
7,1,active,blue,1.0357142857142856,Beta,MDMA,male_P35,male,P35,1073149,ELA,MDMA,ELA_MDMA
7,1,active,green,0.964285714285714,Gamma,MDMA,male_P35,male,P35,1073093,ELA,MDMA,ELA_MDMA
7,1,active,yellow,0.4078947368421048,Delta,MDMA,male_P35,male,P35,1073118,CTRL,MDMA,CTRL_MDMA
7,1,inactive,red,3.0,Alpha,MDMA,male_P35,male,P35,1073138,CTRL,MDMA,CTRL_MDMA
7,1,inactive,blue,0.75,Beta,MDMA,male_P35,male,P35,1073149,ELA,MDMA,ELA_MDMA
7,1,inactive,yellow,0.75,Gamma,MDMA,male_P35,male,P35,1073118,CTRL,MDMA,CTRL_MDMA
7,1,inactive,green,0.75,Delta,MDMA,male_P35,male,P35,1073093,ELA,MDMA,ELA_MDMA
7,2,active,red,3.0,Alpha,MDMA,male_P35,male,P35,1073138,CTRL,MDMA,CTRL_MDMA
7,2,active,blue,1.7791666666666663,Beta,MDMA,male_P35,male,P35,1073149,ELA,MDMA,ELA_MDMA
7,2,active,yellow,1.575,Gamma,MDMA,male_P35,male,P35,1073118,CTRL,MDMA,CTRL_MDMA
7,2,active,green,0.0,Delta,MDMA,male_P35,male,P35,1073093,ELA,MDMA,ELA_MDMA
7,2,inactive,red,3.0,Alpha,MDMA,male_P35,male,P35,1073138,CTRL,MDMA,CTRL_MDMA
7,2,inactive,blue,1.5,Beta,MDMA,male_P35,male,P35,1073149,ELA,MDMA,ELA_MDMA
7,2,inactive,green,0.75,Gamma,MDMA,male_P35,male,P35,1073093,ELA,MDMA,ELA_MDMA
7,2,inactive,yellow,0.0,Delta,MDMA,male_P35,male,P35,1073118,CTRL,MDMA,CTRL_MDMA
7,3,active,red,3.0,Alpha,MDMA,male_P35,male,P35,1073138,CTRL,MDMA,CTRL_MDMA
7,3,active,blue,1.75,Beta,MDMA,male_P35,male,P35,1073149,ELA,MDMA,ELA_MDMA
7,3,active,yellow,1.015384615384615,Gamma,MDMA,male_P35,male,P35,1073118,CTRL,MDMA,CTRL_MDMA
7,3,active,green,0.0,Delta,MDMA,male_P35,male,P35,1073093,ELA,MDMA,ELA_MDMA
7,3,inactive,red,1.75,Alpha,MDMA,male_P35,male,P35,1073138,CTRL,MDMA,CTRL_MDMA
7,3,inactive,blue,1.5,Beta,MDMA,male_P35,male,P35,1073149,ELA,MDMA,ELA_MDMA
7,3,inactive,yellow,1.5,Gamma,MDMA,male_P35,male,P35,1073118,CTRL,MDMA,CTRL_MDMA
7,3,inactive,green,1.5,Delta,MDMA,male_P35,male,P35,1073093,ELA,MDMA,ELA_MDMA
8,1,active,red,3.0,Alpha,MDMA,male_P35,male,P35,1073139,CTRL,MDMA,CTRL_MDMA
8,1,active,blue,1.5,Beta,MDMA,male_P35,male,P35,1073150,ELA,MDMA,ELA_MDMA
8,1,active,yellow,0.75,Gamma,MDMA,male_P35,male,P35,1073094,ELA,MDMA,ELA_MDMA
8,1,active,green,0.75,Delta,MDMA,male_P35,male,P35,1073129,CTRL,MDMA,CTRL_MDMA
8,1,inactive,red,3.0,Alpha,MDMA,male_P35,male,P35,1073139,CTRL,MDMA,CTRL_MDMA
8,1,inactive,yellow,1.5,Beta,MDMA,male_P35,male,P35,1073094,ELA,MDMA,ELA_MDMA
8,1,inactive,blue,0.9,Gamma,MDMA,male_P35,male,P35,1073150,ELA,MDMA,ELA_MDMA
8,1,inactive,green,0.5999999999999999,Delta,MDMA,male_P35,male,P35,1073129,CTRL,MDMA,CTRL_MDMA
8,2,active,red,3.0,Alpha,MDMA,male_P35,male,P35,1073139,CTRL,MDMA,CTRL_MDMA
8,2,active,blue,1.5,Beta,MDMA,male_P35,male,P35,1073150,ELA,MDMA,ELA_MDMA
8,2,active,green,0.75,Gamma,MDMA,male_P35,male,P35,1073129,CTRL,MDMA,CTRL_MDMA
8,2,active,yellow,0.0,Delta,MDMA,male_P35,male,P35,1073094,ELA,MDMA,ELA_MDMA
8,2,inactive,red,3.0,Alpha,MDMA,male_P35,male,P35,1073139,CTRL,MDMA,CTRL_MDMA
8,2,inactive,blue,2.25,Beta,MDMA,male_P35,male,P35,1073150,ELA,MDMA,ELA_MDMA
8,2,inactive,yellow,0.75,Gamma,MDMA,male_P35,male,P35,1073094,ELA,MDMA,ELA_MDMA
8,2,inactive,green,0.0,Delta,MDMA,male_P35,male,P35,1073129,CTRL,MDMA,CTRL_MDMA
8,3,active,red,3.0,Alpha,MDMA,male_P35,male,P35,1073139,CTRL,MDMA,CTRL_MDMA
8,3,active,green,1.5,Beta,MDMA,male_P35,male,P35,1073129,CTRL,MDMA,CTRL_MDMA
8,3,active,yellow,0.75,Gamma,MDMA,male_P35,male,P35,1073094,ELA,MDMA,ELA_MDMA
8,3,active,blue,0.0,Delta,MDMA,male_P35,male,P35,1073150,ELA,MDMA,ELA_MDMA
8,3,inactive,red,3.0,Alpha,MDMA,male_P35,male,P35,1073139,CTRL,MDMA,CTRL_MDMA
8,3,inactive,yellow,1.5,Beta,MDMA,male_P35,male,P35,1073094,ELA,MDMA,ELA_MDMA
8,3,inactive,blue,0.75,Gamma,MDMA,male_P35,male,P35,1073150,ELA,MDMA,ELA_MDMA
8,3,inactive,green,0.75,Delta,MDMA,male_P35,male,P35,1073129,CTRL,MDMA,CTRL_MDMA
1,1,active,red,2.6761363636363633,Alpha,baseline,female_P42,female,P42,1072335,ELA,MDMA,ELA_MDMA
1,1,active,green,2.5,Beta,baseline,female_P42,female,P42,1072473,CTRL,MDMA,CTRL_MDMA
1,1,active,yellow,1.1041666666666663,Gamma,baseline,female_P42,female,P42,1072483,CTRL,MDMA,CTRL_MDMA
1,1,active,blue,0.0,Delta,baseline,female_P42,female,P42,1072271,ELA,MDMA,ELA_MDMA
1,1,inactive,red,2.25,Alpha,baseline,female_P42,female,P42,1072335,ELA,MDMA,ELA_MDMA
1,1,inactive,blue,1.5,Beta,baseline,female_P42,female,P42,1072271,ELA,MDMA,ELA_MDMA
1,1,inactive,green,1.5,Gamma,baseline,female_P42,female,P42,1072473,CTRL,MDMA,CTRL_MDMA
1,1,inactive,yellow,0.75,Delta,baseline,female_P42,female,P42,1072483,CTRL,MDMA,CTRL_MDMA
1,2,active,red,2.702380952380952,Alpha,baseline,female_P42,female,P42,1072335,ELA,MDMA,ELA_MDMA
1,2,active,yellow,1.9333333333333331,Beta,baseline,female_P42,female,P42,1072483,CTRL,MDMA,CTRL_MDMA
1,2,active,blue,0.989285714285714,Gamma,baseline,female_P42,female,P42,1072271,ELA,MDMA,ELA_MDMA
1,2,active,green,0.375,Delta,baseline,female_P42,female,P42,1072473,CTRL,MDMA,CTRL_MDMA
1,2,inactive,red,3.0,Alpha,baseline,female_P42,female,P42,1072335,ELA,MDMA,ELA_MDMA
1,2,inactive,blue,1.5,Beta,baseline,female_P42,female,P42,1072271,ELA,MDMA,ELA_MDMA
1,2,inactive,yellow,0.75,Gamma,baseline,female_P42,female,P42,1072483,CTRL,MDMA,CTRL_MDMA
1,2,inactive,green,0.75,Delta,baseline,female_P42,female,P42,1072473,CTRL,MDMA,CTRL_MDMA
1,3,active,red,2.8636363636363633,Alpha,baseline,female_P42,female,P42,1072335,ELA,MDMA,ELA_MDMA
1,3,active,yellow,1.8333333333333337,Beta,baseline,female_P42,female,P42,1072483,CTRL,MDMA,CTRL_MDMA
1,3,active,green,1.2499999999999998,Gamma,baseline,female_P42,female,P42,1072473,CTRL,MDMA,CTRL_MDMA
1,3,active,blue,0.0530303030303029,Delta,baseline,female_P42,female,P42,1072271,ELA,MDMA,ELA_MDMA
2,1,active,red,2.8375,Alpha,baseline,female_P42,female,P42,1072474,CTRL,MDMA,CTRL_MDMA
2,1,active,yellow,1.35,Beta,baseline,female_P42,female,P42,1072259,ELA,MDMA,ELA_MDMA
2,1,active,green,1.2375000000000005,Gamma,baseline,female_P42,female,P42,1072443,CTRL,MDMA,CTRL_MDMA
2,1,active,blue,0.575,Delta,baseline,female_P42,female,P42,1072272,ELA,MDMA,ELA_MDMA
2,1,inactive,red,2.75,Alpha,baseline,female_P42,female,P42,1072474,CTRL,MDMA,CTRL_MDMA
2,1,inactive,green,2.25,Beta,baseline,female_P42,female,P42,1072443,CTRL,MDMA,CTRL_MDMA
2,1,inactive,yellow,1.7499999999999998,Gamma,baseline,female_P42,female,P42,1072259,ELA,MDMA,ELA_MDMA
2,1,inactive,blue,0.0,Delta,baseline,female_P42,female,P42,1072272,ELA,MDMA,ELA_MDMA
2,2,active,red,3.0,Alpha,baseline,female_P42,female,P42,1072474,CTRL,MDMA,CTRL_MDMA
2,2,active,green,1.8823529411764703,Beta,baseline,female_P42,female,P42,1072443,CTRL,MDMA,CTRL_MDMA
2,2,active,blue,0.4999999999999998,Gamma,baseline,female_P42,female,P42,1072272,ELA,MDMA,ELA_MDMA
2,2,active,yellow,0.2368421052631579,Delta,baseline,female_P42,female,P42,1072259,ELA,MDMA,ELA_MDMA
2,2,inactive,red,3.0,Alpha,baseline,female_P42,female,P42,1072474,CTRL,MDMA,CTRL_MDMA
2,2,inactive,blue,1.5,Beta,baseline,female_P42,female,P42,1072272,ELA,MDMA,ELA_MDMA
2,2,inactive,green,1.5,Gamma,baseline,female_P42,female,P42,1072443,CTRL,MDMA,CTRL_MDMA
2,2,inactive,yellow,0.0,Delta,baseline,female_P42,female,P42,1072259,ELA,MDMA,ELA_MDMA
2,3,active,red,3.0,Alpha,baseline,female_P42,female,P42,1072474,CTRL,MDMA,CTRL_MDMA
2,3,active,green,1.6987012987012986,Beta,baseline,female_P42,female,P42,1072443,CTRL,MDMA,CTRL_MDMA
2,3,active,yellow,0.8035714285714284,Gamma,baseline,female_P42,female,P42,1072259,ELA,MDMA,ELA_MDMA
2,3,active,blue,0.2155844155844155,Delta,baseline,female_P42,female,P42,1072272,ELA,MDMA,ELA_MDMA
2,3,inactive,green,1.75,Alpha,baseline,female_P42,female,P42,1072443,CTRL,MDMA,CTRL_MDMA
2,3,inactive,red,1.5,Beta,baseline,female_P42,female,P42,1072474,CTRL,MDMA,CTRL_MDMA
2,3,inactive,blue,1.5,Gamma,baseline,female_P42,female,P42,1072272,ELA,MDMA,ELA_MDMA
2,3,inactive,yellow,1.5,Delta,baseline,female_P42,female,P42,1072259,ELA,MDMA,ELA_MDMA
3,1,active,green,2.662857142857143,Alpha,baseline,female_P42,female,P42,1072484,CTRL,saline,CTRL_saline
3,1,active,red,2.1407142857142856,Beta,baseline,female_P42,female,P42,1072245,ELA,saline,ELA_saline
3,1,active,blue,0.7142857142857142,Gamma,baseline,female_P42,female,P42,1072444,CTRL,saline,CTRL_saline
3,1,active,yellow,0.482142857142857,Delta,baseline,female_P42,female,P42,1072424,ELA,saline,ELA_saline
3,1,inactive,green,2.25,Alpha,baseline,female_P42,female,P42,1072484,CTRL,saline,CTRL_saline
3,1,inactive,blue,1.5,Beta,baseline,female_P42,female,P42,1072444,CTRL,saline,CTRL_saline
3,1,inactive,yellow,1.5,Gamma,baseline,female_P42,female,P42,1072424,ELA,saline,ELA_saline
3,1,inactive,red,0.75,Delta,baseline,female_P42,female,P42,1072245,ELA,saline,ELA_saline
3,2,active,red,2.0,Alpha,baseline,female_P42,female,P42,1072245,ELA,saline,ELA_saline
3,2,active,green,1.790909090909091,Beta,baseline,female_P42,female,P42,1072484,CTRL,saline,CTRL_saline
3,2,active,blue,1.509090909090909,Gamma,baseline,female_P42,female,P42,1072444,CTRL,saline,CTRL_saline
3,2,active,yellow,0.7000000000000002,Delta,baseline,female_P42,female,P42,1072424,ELA,saline,ELA_saline
3,2,inactive,blue,2.25,Alpha,baseline,female_P42,female,P42,1072444,CTRL,saline,CTRL_saline
3,2,inactive,green,2.25,Beta,baseline,female_P42,female,P42,1072484,CTRL,saline,CTRL_saline
3,2,inactive,red,1.5,Gamma,baseline,female_P42,female,P42,1072245,ELA,saline,ELA_saline
3,2,inactive,yellow,0.0,Delta,baseline,female_P42,female,P42,1072424,ELA,saline,ELA_saline
3,3,active,green,2.45,Alpha,baseline,female_P42,female,P42,1072484,CTRL,saline,CTRL_saline
3,3,active,red,1.8000000000000005,Beta,baseline,female_P42,female,P42,1072245,ELA,saline,ELA_saline
3,3,active,blue,1.2499999999999998,Gamma,baseline,female_P42,female,P42,1072444,CTRL,saline,CTRL_saline
3,3,active,yellow,0.4999999999999998,Delta,baseline,female_P42,female,P42,1072424,ELA,saline,ELA_saline
3,3,inactive,red,1.75,Alpha,baseline,female_P42,female,P42,1072245,ELA,saline,ELA_saline
3,3,inactive,blue,1.5,Beta,baseline,female_P42,female,P42,1072444,CTRL,saline,CTRL_saline
3,3,inactive,yellow,1.5,Gamma,baseline,female_P42,female,P42,1072424,ELA,saline,ELA_saline
3,3,inactive,green,1.5,Delta,baseline,female_P42,female,P42,1072484,CTRL,saline,CTRL_saline
4,1,active,blue,2.4923076923076923,Alpha,baseline,female_P42,female,P42,1072485,CTRL,saline,CTRL_saline
4,1,active,red,2.4499999999999997,Beta,baseline,female_P42,female,P42,1072260,ELA,saline,ELA_saline
4,1,active,green,0.5576923076923076,Gamma,baseline,female_P42,female,P42,1072425,ELA,saline,ELA_saline
4,1,active,yellow,0.4999999999999998,Delta,baseline,female_P42,female,P42,1072475,CTRL,saline,CTRL_saline
4,1,inactive,red,2.0,Alpha,baseline,female_P42,female,P42,1072260,ELA,saline,ELA_saline
4,1,inactive,blue,1.5,Beta,baseline,female_P42,female,P42,1072485,CTRL,saline,CTRL_saline
4,1,inactive,yellow,1.5,Gamma,baseline,female_P42,female,P42,1072475,CTRL,saline,CTRL_saline
4,1,inactive,green,1.5,Delta,baseline,female_P42,female,P42,1072425,ELA,saline,ELA_saline
4,2,active,green,3.0,Alpha,baseline,female_P42,female,P42,1072425,ELA,saline,ELA_saline
4,2,active,blue,2.047619047619047,Beta,baseline,female_P42,female,P42,1072485,CTRL,saline,CTRL_saline
4,2,active,yellow,1.0,Gamma,baseline,female_P42,female,P42,1072475,CTRL,saline,CTRL_saline
4,2,active,red,0.0,Delta,baseline,female_P42,female,P42,1072260,ELA,saline,ELA_saline
4,2,inactive,blue,2.625,Alpha,baseline,female_P42,female,P42,1072485,CTRL,saline,CTRL_saline
4,2,inactive,green,1.5,Beta,baseline,female_P42,female,P42,1072425,ELA,saline,ELA_saline
4,2,inactive,red,1.125,Gamma,baseline,female_P42,female,P42,1072260,ELA,saline,ELA_saline
4,2,inactive,yellow,0.75,Delta,baseline,female_P42,female,P42,1072475,CTRL,saline,CTRL_saline
4,3,active,blue,2.53125,Alpha,baseline,female_P42,female,P42,1072485,CTRL,saline,CTRL_saline
4,3,active,green,2.228365384615385,Beta,baseline,female_P42,female,P42,1072425,ELA,saline,ELA_saline
4,3,active,yellow,0.9466346153846156,Gamma,baseline,female_P42,female,P42,1072475,CTRL,saline,CTRL_saline
4,3,active,red,0.2937499999999999,Delta,baseline,female_P42,female,P42,1072260,ELA,saline,ELA_saline
4,3,inactive,blue,2.25,Alpha,baseline,female_P42,female,P42,1072485,CTRL,saline,CTRL_saline
4,3,inactive,red,1.5,Beta,baseline,female_P42,female,P42,1072260,ELA,saline,ELA_saline
4,3,inactive,yellow,1.5,Gamma,baseline,female_P42,female,P42,1072475,CTRL,saline,CTRL_saline
4,3,inactive,green,1.5,Delta,baseline,female_P42,female,P42,1072425,ELA,saline,ELA_saline
5,1,active,red,1.7251879699248118,Alpha,baseline,female_P42,female,P42,1073132,CTRL,saline,CTRL_saline
5,1,active,blue,1.6616883116883114,Beta,baseline,female_P42,female,P42,1073096,ELA,saline,ELA_saline
5,1,active,green,1.3092658115877929,Gamma,baseline,female_P42,female,P42,1073106,ELA,saline,ELA_saline
5,1,active,yellow,1.3038579067990832,Delta,baseline,female_P42,female,P42,1073122,CTRL,saline,CTRL_saline
5,1,inactive,red,1.75,Alpha,baseline,female_P42,female,P42,1073132,CTRL,saline,CTRL_saline
5,1,inactive,blue,1.5,Beta,baseline,female_P42,female,P42,1073096,ELA,saline,ELA_saline
5,1,inactive,yellow,1.5,Gamma,baseline,female_P42,female,P42,1073122,CTRL,saline,CTRL_saline
5,1,inactive,green,1.5,Delta,baseline,female_P42,female,P42,1073106,ELA,saline,ELA_saline
5,2,active,green,2.4681818181818183,Alpha,baseline,female_P42,female,P42,1073106,ELA,saline,ELA_saline
5,2,active,red,2.1357142857142857,Beta,baseline,female_P42,female,P42,1073132,CTRL,saline,CTRL_saline
5,2,active,blue,1.6318181818181818,Gamma,baseline,female_P42,female,P42,1073096,ELA,saline,ELA_saline
5,2,active,yellow,0.0,Delta,baseline,female_P42,female,P42,1073122,CTRL,saline,CTRL_saline
5,3,active,green,2.25,Alpha,baseline,female_P42,female,P42,1073106,ELA,saline,ELA_saline
5,3,active,red,2.1875,Beta,baseline,female_P42,female,P42,1073132,CTRL,saline,CTRL_saline
5,3,active,blue,1.7916666666666663,Gamma,baseline,female_P42,female,P42,1073096,ELA,saline,ELA_saline
5,3,active,yellow,0.0,Delta,baseline,female_P42,female,P42,1073122,CTRL,saline,CTRL_saline
5,3,inactive,red,2.0,Alpha,baseline,female_P42,female,P42,1073132,CTRL,saline,CTRL_saline
5,3,inactive,blue,1.5,Beta,baseline,female_P42,female,P42,1073096,ELA,saline,ELA_saline
5,3,inactive,yellow,1.5,Gamma,baseline,female_P42,female,P42,1073122,CTRL,saline,CTRL_saline
5,3,inactive,green,1.5,Delta,baseline,female_P42,female,P42,1073106,ELA,saline,ELA_saline
6,1,active,blue,2.3875,Alpha,baseline,female_P42,female,P42,1073107,ELA,saline,ELA_saline
6,1,active,green,2.010360962566845,Beta,baseline,female_P42,female,P42,1073133,CTRL,saline,CTRL_saline
6,1,active,yellow,1.022727272727273,Gamma,baseline,female_P42,female,P42,1073142,CTRL,saline,CTRL_saline
6,1,active,red,0.5794117647058824,Delta,baseline,female_P42,female,P42,1073097,ELA,saline,ELA_saline
6,2,active,green,2.042982456140351,Alpha,baseline,female_P42,female,P42,1073133,CTRL,saline,CTRL_saline
6,2,active,blue,1.842857142857143,Beta,baseline,female_P42,female,P42,1073107,ELA,saline,ELA_saline
6,2,active,red,1.3885193753614806,Gamma,baseline,female_P42,female,P42,1073097,ELA,saline,ELA_saline
6,2,active,yellow,0.725641025641026,Delta,baseline,female_P42,female,P42,1073142,CTRL,saline,CTRL_saline
6,2,inactive,blue,1.75,Alpha,baseline,female_P42,female,P42,1073107,ELA,saline,ELA_saline
6,2,inactive,yellow,1.75,Beta,baseline,female_P42,female,P42,1073142,CTRL,saline,CTRL_saline
6,2,inactive,red,1.5,Gamma,baseline,female_P42,female,P42,1073097,ELA,saline,ELA_saline
6,2,inactive,green,1.5,Delta,baseline,female_P42,female,P42,1073133,CTRL,saline,CTRL_saline
6,3,active,green,2.2142857142857144,Alpha,baseline,female_P42,female,P42,1073133,CTRL,saline,CTRL_saline
6,3,active,red,1.8076923076923077,Beta,baseline,female_P42,female,P42,1073097,ELA,saline,ELA_saline
6,3,active,yellow,1.6030219780219783,Gamma,baseline,female_P42,female,P42,1073142,CTRL,saline,CTRL_saline
6,3,active,blue,0.375,Delta,baseline,female_P42,female,P42,1073107,ELA,saline,ELA_saline
7,1,active,blue,2.9756756756756757,Alpha,baseline,female_P42,female,P42,1073123,CTRL,MDMA,CTRL_MDMA
7,1,active,red,1.8494439415492048,Beta,baseline,female_P42,female,P42,1073098,ELA,MDMA,ELA_MDMA
7,1,active,yellow,1.609090909090909,Gamma,baseline,female_P42,female,P42,1073154,ELA,MDMA,ELA_MDMA
7,1,active,green,0.0,Delta,baseline,female_P42,female,P42,1073143,CTRL,MDMA,CTRL_MDMA
7,1,inactive,blue,1.75,Alpha,baseline,female_P42,female,P42,1073123,CTRL,MDMA,CTRL_MDMA
7,1,inactive,red,1.5,Beta,baseline,female_P42,female,P42,1073098,ELA,MDMA,ELA_MDMA
7,1,inactive,yellow,1.5,Gamma,baseline,female_P42,female,P42,1073154,ELA,MDMA,ELA_MDMA
7,1,inactive,green,1.5,Delta,baseline,female_P42,female,P42,1073143,CTRL,MDMA,CTRL_MDMA
7,2,active,blue,2.6995770982433314,Alpha,baseline,female_P42,female,P42,1073123,CTRL,MDMA,CTRL_MDMA
7,2,active,red,2.21551724137931,Beta,baseline,female_P42,female,P42,1073098,ELA,MDMA,ELA_MDMA
7,2,active,yellow,0.5849056603773581,Gamma,baseline,female_P42,female,P42,1073154,ELA,MDMA,ELA_MDMA
7,2,active,green,0.4999999999999998,Delta,baseline,female_P42,female,P42,1073143,CTRL,MDMA,CTRL_MDMA
7,3,active,blue,2.923076923076923,Alpha,baseline,female_P42,female,P42,1073123,CTRL,MDMA,CTRL_MDMA
7,3,active,yellow,1.5769230769230766,Beta,baseline,female_P42,female,P42,1073154,ELA,MDMA,ELA_MDMA
7,3,active,green,0.9999999999999996,Gamma,baseline,female_P42,female,P42,1073143,CTRL,MDMA,CTRL_MDMA
7,3,active,red,0.5,Delta,baseline,female_P42,female,P42,1073098,ELA,MDMA,ELA_MDMA
8,1,active,blue,1.9426691729323304,Alpha,baseline,female_P42,female,P42,1073155,ELA,MDMA,ELA_MDMA
8,1,active,green,1.880952380952381,Beta,baseline,female_P42,female,P42,1073134,CTRL,MDMA,CTRL_MDMA
8,1,active,yellow,1.551378446115288,Gamma,baseline,female_P42,female,P42,1073144,CTRL,MDMA,CTRL_MDMA
8,1,active,red,0.6249999999999999,Delta,baseline,female_P42,female,P42,1073099,ELA,MDMA,ELA_MDMA
8,1,inactive,red,3.0,Alpha,baseline,female_P42,female,P42,1073099,ELA,MDMA,ELA_MDMA
8,1,inactive,yellow,1.5,Beta,baseline,female_P42,female,P42,1073144,CTRL,MDMA,CTRL_MDMA
