day,phase,box,mouse,time_bin,time_window,s_wall_count,s_wall_duration,s_wall_mean_duration,nest_duration,outside_nest_duration,nest_count,nest_mean_duration,s_wall_duration_fraction,s_wall_event_rate,ramp1_count,ramp1_duration,ramp1_mean_duration,ramp1_duration_fraction,ramp1_event_rate,ramp2_count,ramp2_duration,ramp2_mean_duration,ramp2_duration_fraction,ramp2_event_rate,non_wall_count,non_wall_duration,non_wall_mean_duration,non_wall_duration_fraction,non_wall_event_rate,woodstick_count,woodstick_duration,woodstick_mean_duration,woodstick_duration_fraction,woodstick_event_rate,feeder_prox_count,feeder_prox_duration,feeder_prox_mean_duration,feeder_prox_duration_fraction,feeder_prox_event_rate,feeder_dist_count,feeder_dist_duration,feeder_dist_mean_duration,feeder_dist_duration_fraction,feeder_dist_event_rate,water_prox_count,water_prox_duration,water_prox_mean_duration,water_prox_duration_fraction,water_prox_event_rate,water_dist_count,water_dist_duration,water_dist_mean_duration,water_dist_duration_fraction,water_dist_event_rate,motionless_count,motionless_duration,motionless_mean_duration,motionless_duration_fraction,motionless_event_rate,speeding_count,speeding_duration,speeding_mean_duration,speeding_duration_fraction,speeding_event_rate,chasing_duration,chasing_count,chasing_mean_duration,chased_duration,chased_count,chased_mean_duration,chasing_duration_fraction,chasing_event_rate,chased_duration_fraction,chased_event_rate,chasing_duration_ratio,chased_duration_ratio,chasing_event_ratio,chased_event_ratio,total_distance,valid_locomotion_duration,mean_speed,median_speed,mean_abs_angular_velocity,mean_abs_acceleration,valid_locomotion_duration_fraction,nest_frames,weighted_sum,alone_sum,weighted_co_occupancy,alone_fraction,feeding_frames,drinking_frames,ramps_frames,s_wall_frames,feeding_together_frames,drinking_together_frames,ramps_together_frames,s_wall_together_frames,feeding_alone_frames,drinking_alone_frames,ramps_alone_frames,s_wall_alone_frames,feeding_together_fraction,feeding_alone_fraction,drinking_together_fraction,drinking_alone_fraction,ramps_together_fraction,ramps_alone_fraction,s_wall_together_fraction,s_wall_alone_fraction
0,inactive,1,blue,12,8-12,15.0,172.64,11.509333333333332,46.12,14353.88,5.0,9.224,0.0120274100103944,0.0010450136130439,7.0,45.52,6.502857142857144,0.0031712679777175,0.0004876730194205,7.0,44.24,6.32,0.0030820934827377,0.0004876730194205,32,536.68,16.77125,0.0373891937232302,0.0022293623744938,,,,,,3.0,29.6,9.866666666666667,0.0020621601964068,0.0002090027226087,6.0,25.92,4.32,0.00180578352334,0.0004180054452175,3.0,10.68,3.56,0.0007440496924873,0.0002090027226087,4.0,24.96,6.24,0.0017389026521052,0.0002786702968117,6.0,36.84,6.140000000000001,0.002566553433636,0.0004180054452175,1.0,1.96,1.96,0.0001365484454377,6.966757420293328e-05,0.0,0.0,0.0,1.2,1.0,1.2,0.0,0.0,8.360108904351994e-05,6.966757420293328e-05,0.0,1.0,0.0,1.0,37.52051957175725,839,0.0447205239234293,0.0194471246106612,1.821793177092818,0.03953617764718,0.058451094756261,1158.0,159.0,739.0,0.1373056994818652,0.6381692573402418,1397.0,898.0,2258.0,4331.0,258.0,109.0,369.0,712.0,1139.0,789.0,1889.0,3619.0,0.1846814602720114,0.8153185397279885,0.121380846325167,0.878619153674833,0.1634189548272807,0.8365810451727193,0.1643962133456476,0.8356037866543523
0,inactive,1,green,12,8-12,10.0,75.96,7.595999999999999,13.68,14386.32,3.0,4.56,0.0052800160152144,0.0006951047939987,12.0,57.16,4.763333333333333,0.0039732190024968,0.0008341257527984,7.0,33.88,4.840000000000001,0.0023550150420677,0.0004865733557991,31,620.08,20.00258064516129,0.043102058066274,0.0021548248613961,,,,,,25.0,89.4,3.576,0.0062142368583487,0.0017377619849968,6.0,16.92,2.8200000000000003,0.0011761173114458,0.0004170628763992,1.0,1.8,1.8,0.0001251188629197,6.951047939987432e-05,1.0,2.8,2.8,0.0001946293423196,6.951047939987432e-05,12.0,44.04,3.67,0.0030612415127704,0.0008341257527984,1.0,2.08,2.08,0.0001445817971517,6.951047939987432e-05,,,,,,,,,,,,,,,81.45531137122323,874,0.0931982967634133,0.0369314994896914,2.1428440514555924,0.0859932435417174,0.0607521589954901,345.0,59.666666666666664,224.0,0.1729468599033816,0.6492753623188405,2689.0,117.0,2295.0,1909.0,168.0,39.0,567.0,814.0,2521.0,78.0,1728.0,1095.0,0.062476757158795,0.9375232428412048,0.3333333333333333,0.6666666666666666,0.2470588235294117,0.7529411764705882,0.4264012572027239,0.5735987427972761
0,inactive,1,red,12,8-12,12.0,83.28,6.94,53.32,14346.68,4.0,13.33,0.0058048273189337,0.000836430449414,9.0,34.76,3.862222222222222,0.0024228602018027,0.0006273228370605,10.0,64.52,6.452,0.0044972077163497,0.0006970253745117,44,569.76,12.94909090909091,0.0397137177381805,0.0030669116478516,1.0,1.0,1.0,6.970253745117337e-05,6.970253745117337e-05,13.0,45.84,3.5261538461538464,0.0031951643167617,0.0009061329868652,4.0,7.56,1.89,0.0005269511831308,0.0002788101498046,3.0,3.76,1.2533333333333332,0.0002620815408164,0.0002091076123535,3.0,5.8,1.9333333333333331,0.0004042747172168,0.0002091076123535,4.0,12.76,3.19,0.0008894043778769,0.0002788101498046,1.0,2.12,2.12,0.0001477693793964,6.970253745117337e-05,2.0,2.0,1.0,0.0,0.0,0.0,0.0001394050749023,0.0001394050749023,0.0,0.0,1.0,0.0,1.0,0.0,46.04536608306145,828,0.0556103455109437,0.0276678818184603,1.9122723540550135,0.0480415004844143,0.0577137010095715,1337.0,165.99999999999997,897.0,0.1241585639491398,0.6709050112191474,1352.0,245.0,2501.0,2094.0,282.0,0.0,338.0,350.0,1070.0,245.0,2163.0,1744.0,0.2085798816568047,0.7914201183431953,0.0,1.0,0.1351459416233506,0.8648540583766493,0.1671442215854823,0.8328557784145176
0,inactive,1,yellow,12,8-12,6.0,32.96,5.493333333333333,191.64,14208.36,29.0,6.6082758620689654,0.0023197610420907,0.0004222865974679,4.0,7.0,1.75,0.0004926676970459,0.0002815243983119,4.0,8.12,2.03,0.0005714945285733,0.0002815243983119,7,860.16,122.88,0.0605390066130081,0.0004926676970459,,,,,,14.0,45.48,3.248571428571428,0.0032009324088072,0.0009853353940919,3.0,6.4,2.1333333333333333,0.0004504390372991,0.0002111432987339,3.0,8.28,2.76,0.0005827555045057,0.0002111432987339,2.0,3.08,1.54,0.0002167737867002,0.0001407621991559,,,,,,,,,,,0.0,0.0,0.0,0.8,1.0,0.8,0.0,0.0,5.630487966239594e-05,7.038109957799493e-05,0.0,1.0,0.0,1.0,41.68989563483467,670,0.0622237248281114,0.0239591146188381,2.1172476050157587,0.0577906741597044,0.0471553367172566,4820.0,112.66666666666666,4482.0,0.0233748271092669,0.9298755186721992,1314.0,289.0,386.0,830.0,225.0,148.0,99.0,354.0,1089.0,141.0,287.0,476.0,0.1712328767123287,0.8287671232876712,0.5121107266435986,0.4878892733564013,0.2564766839378238,0.7435233160621761,0.4265060240963855,0.5734939759036145
0,inactive,2,blue,12,8-12,28.0,118.48,4.231428571428571,72.64,14327.36,11.0,6.6036363636363635,0.0082694927746633,0.0019543028164295,9.0,32.76,3.64,0.0022865342952225,0.0006281687624237,15.0,60.08,4.005333333333334,0.0041933754718245,0.0010469479373729,53,494.12,9.323018867924528,0.0344878609876488,0.0036992160453844,,,,,,3.0,11.36,3.786666666666666,0.0007928885712371,0.0002093895874745,3.0,8.88,2.9600000000000004,0.0006197931789247,0.0002093895874745,1.0,1.12,1.12,7.817211265718178e-05,6.979652915819802e-05,2.0,2.08,1.04,0.000145176780649,0.0001395930583163,5.0,21.8,4.36,0.0015215643356487,0.0003489826457909,3.0,7.48,2.4933333333333336,0.0005220780381033,0.0002093895874745,4.2,5.0,0.8400000000000001,0.0,0.0,0.0,0.0002931454224644,0.0003489826457909,0.0,0.0,1.0,0.0,1.0,0.0,67.0545610156161,804,0.0834011952930548,0.0552956302885928,1.786015453660008,0.0685028491684316,0.0561164094431912,1827.0,452.33333333333337,734.0,0.2475825579273855,0.4017515051997811,512.0,83.0,2345.0,2990.0,0.0,0.0,458.0,649.0,512.0,83.0,1887.0,2341.0,0.0,1.0,0.0,1.0,0.1953091684434968,0.8046908315565032,0.2170568561872909,0.782943143812709
0,inactive,2,green,12,8-12,24.0,153.84,6.41,44.24,14355.76,5.0,8.848,0.0107162560533193,0.0016718028164304,14.0,105.0,7.5,0.0073141373218833,0.0009752183095844,6.0,28.84,4.806666666666667,0.0020089497177439,0.0004179507041076,38,452.0,11.894736842105264,0.0314856197094406,0.0026470211260149,,,,,,4.0,14.4,3.6,0.0010030816898582,0.0002786338027384,1.0,1.52,1.52,0.0001058808450405,6.965845068460325e-05,1.0,6.92,6.92,0.0004820364787374,6.965845068460325e-05,2.0,3.44,1.72,0.000239625070355,0.0001393169013692,4.0,9.76,2.44,0.0006798664786817,0.0002786338027384,2.0,4.56,2.28,0.0003176425351217,0.0001393169013692,0.0,0.0,0.0,4.2,5.0,0.8400000000000001,0.0,0.0,0.0002925654928753,0.000348292253423,0.0,1.0,0.0,1.0,77.66906331634853,841,0.0923532262976795,0.0440207706224416,2.063488546584631,0.0801727699405067,0.0585827570257513,1111.0,525.3333333333333,28.0,0.4728472847284727,0.0252025202520252,403.0,262.0,3366.0,3870.0,110.0,0.0,922.0,676.0,293.0,262.0,2444.0,3194.0,0.2729528535980149,0.7270471464019851,0.0,1.0,0.2739156268568033,0.7260843731431966,0.1746770025839793,0.8253229974160207
0,inactive,2,red,12,8-12,4.0,28.76,7.19,273.44,14126.56,7.0,39.06285714285714,0.0020358813469096,0.0002831545684158,5.0,32.28,6.456,0.0022850573671155,0.0003539432105197,1.0,2.52,2.52,0.0001783873781019,7.07886421039517e-05,31,703.96,22.708387096774196,0.0498323724954978,0.0021944479052225,,,,,,1.0,7.96,7.96,0.0005634775911474,7.07886421039517e-05,6.0,21.84,3.64,0.0015460239435503,0.0004247318526237,,,,,,4.0,6.44,1.61,0.0004558788551494,0.0002831545684158,2.0,7.72,3.86,0.0005464883170425,0.0001415772842079,2.0,4.36,2.18,0.0003086384795732,0.0001415772842079,0.8,1.0,0.8,0.0,0.0,0.0,5.663091368316137e-05,7.07886421039517e-05,0.0,0.0,1.0,0.0,1.0,0.0,28.05783609073403,610,0.0459964526077607,0.0225623179274271,1.817041240341641,0.0397376800643848,0.0431810716834105,6843.0,1219.3333333333333,3942.0,0.1781869550392128,0.5760631302060499,752.0,165.0,876.0,723.0,110.0,0.0,494.0,37.0,642.0,165.0,382.0,686.0,0.1462765957446808,0.8537234042553191,0.0,1.0,0.5639269406392694,0.4360730593607306,0.0511756569847856,0.9488243430152145
0,inactive,2,yellow,12,8-12,15.0,57.4,3.826666666666666,191.68,14208.32,24.0,7.986666666666667,0.004039886489043,0.0010557194657777,5.0,13.44,2.6879999999999997,0.0009459246413369,0.0003519064885925,6.0,19.64,3.2733333333333334,0.0013822886871917,0.0004222877863111,13,847.56,65.19692307692307,0.0596523726943086,0.0009149568703407,,,,,,2.0,6.48,3.24,0.000456070809216,0.000140762595437,,,,,,,,,,,,,,,,4.0,11.32,2.83,0.0007967162901736,0.000281525190874,,,,,,0.0,0.0,0.0,0.8,1.0,0.8,0.0,0.0,5.6305038174815885e-05,7.038129771851986e-05,0.0,1.0,0.0,1.0,59.75896261182836,675,0.0885317964619679,0.0410369778738392,2.13255569341149,0.0780647650240725,0.0475073759600009,4816.0,1052.3333333333337,2416.0,0.2185077519379845,0.5016611295681063,164.0,0.0,838.0,1450.0,0.0,0.0,479.0,482.0,164.0,0.0,359.0,968.0,0.0,1.0,0.0,0.0,0.5715990453460621,0.4284009546539379,0.3324137931034482,0.6675862068965517
0,inactive,3,blue,12,8-12,16.0,163.72,10.2325,22.84,14377.16,3.0,7.613333333333333,0.0113875062947063,0.0011128762565068,6.0,33.56,5.593333333333334,0.0023342579480231,0.00041732859619,4.0,26.16,6.54,0.0018195526793886,0.0002782190641267,33,504.16,15.27757575757576,0.0350667308425307,0.0022953072790453,,,,,,2.0,15.36,7.68,0.0010683612062465,0.0001391095320633,2.0,3.28,1.64,0.0002281396325839,0.0001391095320633,1.0,6.08,6.08,0.0004228929774726,6.955476603167802e-05,4.0,7.8,1.95,0.000542527175047,0.0002782190641267,12.0,41.64,3.47,0.002896260457559,0.0008346571923801,,,,,,,,,,,,,,,,,,,,36.83348463399705,864,0.0426313479560151,0.0187347622835207,1.9038148318056831,0.0380991594830732,0.0600953178513698,574.0,0.0,574.0,0.0,1.0,470.0,352.0,1503.0,4109.0,44.0,0.0,328.0,1492.0,426.0,352.0,1175.0,2617.0,0.0936170212765957,0.9063829787234042,0.0,1.0,0.2182302062541583,0.7817697937458417,0.363105378437576,0.6368946215624239
0,inactive,3,green,12,8-12,23.0,110.0,4.782608695652174,,,,,,,4.0,15.92,3.98,,,12.0,45.92,3.826666666666666,,,46,539.64,11.731304347826086,,,4.0,6.6,1.65,,,1.0,1.24,1.24,,,7.0,18.52,2.6457142857142855,,,,,,,,2.0,4.76,2.38,,,3.0,11.04,3.68,,,,,,,,,,,,,,,,,,,,,,94.44367093918798,890,0.1061164842013348,0.0575803982870409,2.10363594490035,0.0917498848221186,,,,,,,502.0,121.0,1562.0,2773.0,0.0,0.0,950.0,1078.0,502.0,121.0,612.0,1695.0,0.0,1.0,0.0,1.0,0.6081946222791293,0.3918053777208706,0.3887486476739993,0.6112513523260007
